Chunk,Index
"Question ID2024_7232

Status 2024_7232

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Market risk

Article 325m

Paragraph 2

Subparagraph -

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph -

Type of submitter Competent authority

Date of submission 29/10/2024

Published as final Q&A 17/01/2025

Subject matter Vega general interest rate risk and credit spread risk factors

19 of 24Question

For credit instruments that include issuer-specific optionality, do both

general interest rate vega and credit spread vega risk factors need to be

considered as part of the SBM?

Background on the

Credit instruments such as callable bonds, options on (sovereign) bond

question

futures, and bond options are sensitive to changes in the implied volatilities

of the underlying's issuer credit spread rates. These instruments can be

affected by two types of vega risk factors: general interest rate risk (GIRR)

vega and credit spread risk (CSR) vega. The GIRR vega captures the

sensitivity of the instrument's value to changes in the volatility of the general

interest rate, while the CSR vega captures the sensitivity to changes in the

volatility of the issuer's credit spread.

The sensitivity-based method (SBM) outlined in Article 325m(2) of the CRR

requires institutions to calculate risk sensitivities for market risk own funds

requirements. However, it is not explicitly clear how to treat instruments

that are sensitive to both GIRR and CSR when only a single volatility surface

is used for pricing purposes. This single volatility surface may encapsulate

both general market and issuer-specific volatility effects, leading to a

question of whether separate vega sensitivities for GIRR and CSR should be

calculated or whether a single vega sensitivity can be used for both.

In this context, FAQ5 related to MAR 21.8 of the Basel framework clarifies

that for callable bonds, options on sovereign bond futures and bond options,

delta, vega and curvature capital requirements must be computed for both

GIRR and CSR.

Final answer

Where an instrument includes issuer-specific optionality, both the GIRR and

CSR vega sensitivities must be included in the calculation of the own funds

requirements for market risks on the basis of the sensitivity-based method in

accordance with Part Three, Title IV, Chapter 1a, Section 2, of Regulation

(EU) No 575/2013 (CRR). This applies even if the institution uses a single

risk factor for vega risk.

Answer prepared by Answer prepared by the EBA.

Note to Q&A

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2024_7232",31
"Question ID2024_7152

Status 2024_7152

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Supervisory reporting - Liquidity (LCR, NSFR, AMM)

20 of 24Article 430

Paragraph 1

Subparagraph

COM Delegated or Regulation (EU) 2021/451 – ITS on supervisory reporting of institutions

Implementing (repealed)

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph Annex XXIII

Type of submitter Competent authority

Date of submission 23/07/2024

Published as final Q&A 10/01/2025

Subject matter Treatment of deposits pledged as collateral against loans in c66.01

Question

How should deposits pledged as collateral against loans be reported in

c66.01?

Background on the

According to the applicable instructions for row 0260 (section “Outflows”) of

question

c66.01 (Reg. (EU) 2021/451 Annex XXIII), deposits received as collateral are

exempted from this row. This is also reflected in the label of the row.

From the instructions, it is unclear whether the relevant outflow of these

deposits (at the maturity date of the loan against which the collateral is

provided) should be reported in a different row or be excluded from the

maturity ladder scope. In our view, the outflow should be reported,

otherwise there would be a mismatch due to the expected inflow from the

collection of the loan and the zero corresponding outflow of the deposit. This

approach would be in line with the conservative treatment described in par.

12 of the applicable instructions, where rules are provided for the allocation

of the outflows arising from all types of deposits. As regards the row where

this outflow should be reported, there are two options: i) the relevant

amount shall be netted against the inflow from the collection of the loan (in

the relevant row of item 2.2 “Monies due not reported in 2.1 resulting from

loans and advances granted to” or ii) the relevant amount shall be reported

in row 0370 “Other outflows” given that they do not fall into any of the other

available rows.

Final answer

In accordance with point 6 of the Annex XXIII of the Commission

Implementing Regulation (EU) 2021/451, the section entitled ‘Outflows and

inflows’ of the template C 66.01 shall cover future contractual cash flows

from all on- and off- balance sheet items pursuant to contracts valid at the

reporting date.

According to the instructions for row 0370 of that template, cash outflows

21 of 24not reported in items 1.1, 1.2, 1.3, 1.4 or 1.5 shall be reported there.

Therefore, outflows from the return of deposits received as collateral, at the

expiry of the collateralized transaction, shall be reported in row 0370,

provided they meet the criteria stated in point 6.

Answer prepared by Answer prepared by the EBA.

Note to Q&A

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2024_7152",32
"Question ID2024_7222

Status 2024_7222

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Supervisory reporting - FINREP (incl. FB&NPE)

Article 99

Paragraph

Subparagraph

COM Delegated or Regulation (EU) 2021/451 – ITS on supervisory reporting of institutions

Implementing (repealed)

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph Annex V - 24. Group Structure

Type of submitter Competent authority

Date of submission 15/10/2024

Published as final Q&A 20/12/2024

Subject matter FINREP Group Structure Template 40.02

Question

For entities which are consolidated as part of the Group, where a subsidiary

of the economic group has legal ownership over these entities, but the group

has no legal ownership over that subsidiary. What data should be reported in

FINREP template F 40.02?

Background on the

Annex V. Part 2 Paragraph 294 states that institutions shall provide, as of the

question

reporting date, detailed information on subsidiaries, joint ventures and

associates fully or proportionally consolidated within the scope of accounting

consolidation as well as entities reported as “Investments in subsidiaries,

joint ventures and associates” which are not fully or proportionally

consolidated under the regulatory scope of consolidation, including also

those entities in which investments are held for sale under IFRS 5. All

subsidiaries regardless the activity they perform shall be reported.

22 of 24And following your final answer under the question submitted by Nationwide

Building Society, ID nr. 2016-2670, when entities are consolidated in

accordance with the accounting rules but the reporting entity does not have

the legal ownership, the entities shall be reported in template F 40.01 and no

information shall be reported in template F 40.02. Therefore, it is possible to

identify the entities controlled by the group of institutions but not who the

controlling entity is.

Our question refers to the subsidiaries under the controlled entity, where

there is legal ownership. In this case, there is a direct capital investment by

the controlled entity in the subsidiary, but there is no legal ownership of the

group’s parent company. Should this subsidiary be included as the Parent

Company in FINREP template 40.02? (for example: Parent company A has

control over entity B, and entity B has legal ownership over entity C. Should

the relationship between entities B and C be reported on FINREP template

40.02?)

Final answer

Paragraph 294 of Part 2 of Annex V to Commission Implementing Regulation

(EU) 2021/451 states that: ‘Institutions shall provide, as of the reporting

date, detailed information on subsidiaries, joint ventures and associates fully

or proportionally consolidated within the scope of accounting consolidation

as well as entities reported as ‘Investments in subsidiaries, joint ventures

and associates’ in accordance with paragraph 4 of this Part, including those

entities in which investments are held for sale under IFRS 5. All entities shall

be reported, regardless of the activity they perform’.

In the example above mentioned, the entities are consolidated in accordance

with the accounting rules and the subsidiary of the reporting entity (entity B)

have the legal ownership over entity C which is also a subsidiary of the

group. Therefore, the entities B and C should be reported in both template F

40.01 and F 40.02. In the latter, the relationship between entity B and entity

C should be reported. Therefore, entity B will be identified as ‘holding

company’ and entity C as the 'investee'. Columns ‘Security code’,

‘Accumulated equity interest (%)’, ‘Carrying amount’ and ‘Acquisition cost’

should correspond to the security/securities held by entity B in entity C,

following the instructions of paragraph 297 of Part 2 of Annex V to

Commission Implementing Regulation (EU) 2021/451.

Answer prepared by Answer prepared by the EBA.

Note to Q&A

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2024_7222

23 of 24European Banking Authority, 03/03/2025

www.eba.europa.eu

24 of 24

---- Page Break ----

Single Rulebook Q&A",33
"Question IDDate Date of publication

2023_6839 02/02/2024

2013_177 26/09/2014",34
"Question ID2023_6839

Status 2023_6839

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article 305, 306

Paragraph

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph Not applicable

Type of submitter Credit institution

Date of submission 14/07/2023

Published as final Q&A 02/02/2024

Subject matter CCR treatment of exposures arising from centrally cleared transactions -

indirect clearing flows

Question

Does an institution which is a client of a clearing member or a lower-level

client in a multi-level client structure (institution > intermediary/higher-level

client > clearing member > central counterparty) need to verify that Art.

305 (2) or (3) conditions are met at every level of the structure to apply Art.

306 (1) CRR, which might also entail zeroing out the exposure value arising

from the transaction between the institution and the clearing member or the

higher-level client if the institution is acting as a financial intermediary

between a client and a CCP?

Guidance is sought on 4 possible clearing flows:

Indirect clearing flows (clients’ transactions and institution’s own

transactions)

1 of 71. Client > institution > clearing member > CCP

2. Institution > clearing member > CCP

Multi-level indirect clearing flows (clients’ transactions and institution’s own

transactions)

3. Client > institution > intermediary/higher-level client > clearing

member > CCP

4. Institution > intermediary/higher-level client > clearing member >

CCP

Background on the

Interplay between Article 305 and Article 306 CRR – EAD/RWAs

question

According to Article 305 (2), an institution which is a client may calculate the

own funds requirements for its trade exposures for CCP-related transactions

with its clearing member in accordance with Article 306 provided that all the

conditions (a to d) set out therein are met (segregation and bankruptcy

remoteness, portability, legal review and QCCP).

According to Article 305 (3) where an institution that is a client fails to meet

the condition set out in point (a) of paragraph 2, it may calculate the own

funds requirements for its trade exposures for CCP-related transactions with

its clearing member in accordance with Article 306, subject to replacing the

2 % risk weight set out in point (a) of Article 306(1) with a 4 % risk weight.

According to Article 305 (4), in the case of a multi-level client structure, an

institution that is a lower-level client accessing the services of a CCP through

a higher-level client may apply the treatment set out in Article 305 (2) or (3)

only where the conditions set out therein are met at every level of that

structure.

Based on the provisions above, it seems that an institution that is either a

client of a clearing member or a higher-level client, must first look at Article

305 before it can apply the provisions set out in Article 306.

However, in the case of a clearing flow involving clients’ transactions (1 and

3 above), the institution acts as a financial intermediary, hence it could be

argued that the institution could calculate its own funds requirements by

applying Article 306 directly.

Final answer

According to Article 305(4) of Regulation (EU) No 575/2013 (CRR), in the

case of a multi-level client structure, an institution that is a lower-level client

accessing the services of a CCP through a higher-level client may apply the

treatment set out in Article 305(2) or (3) of the CRR only where the

conditions set out therein are met at every level of that structure.

This should apply also to the case of a clearing flow involving clients’

transactions, where the institution acts as a financial intermediary, i.e. the

2 of 7institution should verify that Article 305(2) or (3) safeguards are met at

every level of the structure before applying Article 306(1) of the CRR.

On the 4 possible clearing flows, the application of Art. 305(4) of the CRR to

the proposed examples is as follows (always from the perspective of

the institution):

1. Client > institution > clearing member > CCP

EADs/RWAs:

Client leg: bilateral exposure and client’s risk weight (RW)

Clearing member leg:

- If the conditions under Art. 305(2) or (3) are not met, bilateral exposure

and clearing member’s RW

- If the conditions under Art. 305(2) are met

Art. 306(1), point (a): 2% RW for QCCPs

Art. 306(1), point (c): the institution may set the exposure value to

zero, where the institution is not required to reimburse the client for

any losses in case the CCP defaults, in accordance with Art. 306(1),

point (c), or the clearing member defaults in accordance with Art.

305(2), point (a)

- If the conditions under Art. 305(3) are met

Art. 306(1), point (a): 4% RW for QCCPs

Art. 306(1), point (c): the institution may set the exposure value to

zero, where the institution is not required to reimburse the client for

any losses in case the CCP defaults, in accordance with Art. 306(1),

point (c), or the clearing member defaults in accordance with Art.

305(2), point (a)

2. Institution > clearing member > CCP

EADs/RWAs:

Clearing member leg:

- If the conditions under Art. 305(2) or (3) are not met, bilateral exposure

and clearing member’s RW

- If the conditions under Art. 305(2) are met

Art. 306(1), point (a): 2% RW for QCCPs

- If the conditions under Art. 305 (3) are met

Art. 306(1), point (a): 4% RW for QCCPs

3 of 73. Client > institution > intermediary/higher-level client > clearing member

> CCP

EADs/RWAs:

Client leg: bilateral exposure and client’s RW

Intermediary/higher-level client leg:

- If the conditions under Art. 305(2) or (3) are not met at every level of the

structure, bilateral exposure and intermediary/higher-level client’s RW

- If the conditions under Art. 305(2) are met at every level of the structure

Art. 306(1), point (a): 2% RW for QCCPs

Art. 306(1), point (c): the institution may set the exposure value to

zero, where the institution is not required to reimburse the client for

any losses in case the CCP defaults, in accordance with Art. 306(1),

point (c), or the clearing member or the intermediary/higher-level

client default, in accordance with Art. 305(2), point (a), and Art.

305(4)

- If the conditions under Art. 305(3) are met at every level of the structure

Art. 306(1), point (a): 4% RW for QCCPs

Art. 306(1), point (c): the institution may set the exposure value to

zero, where the institution is not required to reimburse the client for

any losses in case the CCP defaults, in accordance with Art. 306(1),

point (c), or the clearing member or the intermediary/higher-level

client default, in accordance with Art. 305(2), point (a), and Art.

305(4)

4. Institution > intermediary/higher-level client > clearing member > CCP

EADs/RWAs:

Intermediary/higher-level client leg:

- If the conditions under Art. 305(2) or (3) are not met at every level of the

structure, bilateral exposure and intermediary/higher-level client’s RW

- If the conditions under Art. 305(2) are met at every level of the structure

Art. 306(1), point (a): 2% RW for QCCPs

- If the conditions under Art. 305(3) are met at every level of the structure

Art. 306(1), point (a): 4% RW for QCCPs

Answer prepared by Answer prepared by the EBA.

Note to Q&A

4 of 7Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2023_6839",35
"Question ID2013_177

Status 2013_177

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Market infrastructures

Article Article 306, 107, 112 and 122

Paragraph

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph NA

Name of institution / RPS Recovery Portfolio Services Ltd.

submitter

Country of incorporation / United Kingdom

residence

Type of submitter Consultancy firm

Date of submission 22/08/2013

Published as final Q&A 26/09/2014

Subject matter Interaction between Qualified CCPs and Reporting

Question

Institutions must meet higher capital requirements as long as CCPs are not

qualified. Most of the Clearing organisations are working for many years on

the derivative market. Will EBA (or national competent authorities) create an

interim agreement for that special issue? CCPs are already supervised by

their national financial authorities.

Background on the

The Capital Requirements Regulation (CRR – EU 575/2013) differentiates

question

between ‘qualified’ and ‘non-qualified’ Central Counterparties. A ‘Qualified

Central Counterparty’ needs to be authorised by ESMA, related to article 14

of the European Market Infrastructure Regulation (EMIR – EU 648/2013) or

– in case of third-country CCPs – they will be accepted under Article 25 of

EMIR. Otherwise a Central Counterparty is a ‘non-qualified CCP’. ESMA has

informed that there is no authorised Central Counterparty in Europe, and

they do not expect authorisations until 1Q 2014. From an institution's point

of view is it very important to manage their trade exposures by ‘Qualified

CCPs’ because those circumstances have an impact on the capital

requirements of institutions. If an institution transacts a derivative by a

5 of 7‘Qualified CCP’, the derivative will have a risk weight of two per cent – in

relation to Article 306 (1)(a) of CRR. Is the CCP ‘non-qualified’, the credit

risk will be calculated accordingly to Article 107 (2 b) CRR – based on Article

306 (1b) – which means: Credit Risk Standardised Approach. Based on

Article 112 (g) - which is the next step in that “waterfall-model” - the

exposure class ‘Corporates’ has to be used. The table of Article 122 shows

the risk weights for corporates, percentages between 20 and 150, which

means normally 100 per cent. The next point is: CCPs have to be rated in

accordance with article 136 et seq. Under this article EBA, EIOPA and ESMA

have to formulate technical operating standards no later than 1st July 2014.

(But this is only a 'sideshow'.) Institutions are in a difficult situation at the

moment. Central question – two per cent or 100 per cent risk weigt for trade

exposure?

Final answer

If a central counterparty (""CCP"") has been either authorised or recognised in

accordance with Regulation (EU) No 648/2012 (EMIR), then it is a qualifying

CCP and can be treated as such for the purposes of Regulation (EU) No

575/2013 (CRR).

If a CCP has not yet been authorised or recognised in accordance with EMIR

and the grandfathering period (including any extension thereof) specified in

Article 497 of the CRR has not yet elapsed, then the CCP can be treated as a

QCCP for the purposes of the CRR.

If a CCP has not yet been authorised or recognised in accordance with EMIR

and the grandfathering period (including any extension thereof) specified in

Article 497 of the CRR has elapsed, then the CCP must be treated as a non-

qualifying CCP for the purposes of the CRR.

Please also refer to Q&A 1126 for further details.

DISCLAIMER:

This question goes beyond matters of consistent and effective application of

the regulatory framework. A Directorate General of the Commission

(Directorate General for Internal Market and Services) has prepared the

answer, albeit that only the Court of Justice of the European Union can

provide definitive interpretations of EU legislation. This is an unofficial

opinion of that Directorate General, which the European Banking Authority

publishes on its behalf. The answers are not binding on the European

Commission as an institution. You should be aware that the European

Commission could adopt a position different from the one expressed in such

Q&As, for instance in infringement proceedings or after a detailed

examination of a specific case or on the basis of any new legal or factual

elements that may have been brought to its attention.

Answer prepared by Answer prepared by the European Commission because it is a matter of

6 of 7interpretation of Union law.

Note to Q&A

Update 26.03.2021: This Q&A has not yet been reviewed by the European

Commission in the light of the changes introduced to Regulation (EU) No

575/2013 (CRR).

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_177

European Banking Authority, 03/03/2025

www.eba.europa.eu

7 of 7

---- Page Break ----

Single Rulebook Q&A",36
"Question IDDate Date of publication

2019_4600 17/09/2021

2016_2894 17/02/2017

2013_361 31/01/2014

2013_65 31/10/2013

2013_94 27/08/2013",37
"Question ID2019_4600

Status 2019_4600

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article 124

Paragraph 2

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph n.a.

Name of institution / Austrian Federal Economic Chamber, Division Bank and Insurance

submitter

Country of incorporation / Austria

residence

Type of submitter Industry association

Date of submission 11/03/2019

Published as final Q&A 17/09/2021

Subject matter Application of national decisions pursuant to Article 124(2) CRR

Question

Is it mandatory pursuant to Article 124(5) CRR for an institution in another

member state to apply national decisions, which purport to be released

pursuant to Article 124(2) CRR, but are not published on the EBA website

under Rules and Guidance?

1 of 9Furthermore, if such national decisions are not published under Rules and

Guidance, but e.g. under Options and national discretions only, is it

mandatory that institutions from other member states apply such decision

pursuant to Article 124(5) CRR?

Background on the

As a macro-prudential instrument, Article124 (2) CRR permits a (limited)

question

departure of the full harmonization, i.e. the tightening of European

requirements through national measures, existing within the scope of

application of the CRR under certain conditions. However, a tightening of

the risk weight for exposures fully secured by mortgages on residential

property or on commercial immovable property located in its territory, is

only permitted if loss experience show that the risk weights referred to in

Article125 (2) and/or Article126 (2) CRR, taking into account forward-looking

immovable property markets developments and financial stability

considerations, do not correspond to the actual risk of such exposures.

The consultation paper on regulatory technical standards pursuant to Article

124(4) CRR that has been published by EBA on 6 July 2015, specifies

particular aspects of the criteria set in Article 124(2). As the foreign

currency risk is not mentioned as relevant criterium in Article 124(2) CRR,

consequently, the consultation paper does not consider such aspect.

Q&A 2894 states that it is a requirement that competent authorities

regularly assess whether the risk weights are appropriately based on loss

experience and forward looking immovable property markets developments.

The competent national authorities should consult the EBA on the changes to

the risk weights and criteria applied. Compliance to this requirement is

necessary in order to ensure consistency in the application of higher risk

weights and stricter criteria.

It could be argued that a national decision, which is not based on the criteria

set out in Article 124(2) CRR, cannot comply with the consistency

requirement set out Q&A 2894. Furthermore, such consultation procedure

should allow the EBA to publish the changes to the risk weights and stricter

criteria on its website, such that institutions in all EU Member States can

apply these changes to the risk weights as required by Article 124(5) CRR.

It is therefore unclear whether an institution in another member state shall

apply a national decision, pursuant Article124(2) CRR, in particular in case

such decision:

is not confirmed by the publicly available analysis of the same national

competent authorities stating that the requirements of Article124(2)

CRR for an increase of risk weights are not fulfilled for the immovable

property market segment for which a higher risk weight had been

determined;.or

is based only on foreign currency risk considerations and not on

2 of 9immovable property market risk.

Final answer

In accordance with Article 124(2) of Regulation (EU) No 575/2013 (CRR) as

amended, the designated authorities shall periodically assess whether the

risk-weight for the exposures referred to in Article 125 and 126 CRR located

in one or more parts of their territory are appropriately based on the loss

experience of exposures secured by immovable property and forward-looking

immovable property markets developments.

The same provision states that the designated authorities may set a higher

risk weight or stricter criteria than those set out in Article 125(2) and Article

126(2), where appropriate, on the basis of the described financial stability

considerations.

Article 124(6) CRR clarifies that the institutions of a Member State shall

apply the risk weights and criteria that have been determined by the

authorities of another Member State in accordance with paragraph (2) to all

their corresponding exposures secured by mortgages on residential property

or commercial immovable property located in one or more parts of that

Member State.

The competent authorities shall notify EBA and the ESRB on the adjustments

to the risk weights and criteria applied and EBA and the ESRB shall provide

their opinion to the Member State concerned. EBA and ESRB shall publish

the risk weights and criteria that the relevant authorities set for exposures

referred to in Articles 125, 126 and 199(1)(a). As clarified in Q&A 2894,

compliance to this requirement is irrespective of the possible lack of

regulatory standards.

Institutions should not put into doubt the correctness of the assessment and

consultation on the adjustment of the risk weights published by the EBA and

the ESRB and available on the website under the section Rules and Guidance

- List of changes to risk weights or stricter criteria for exposures secured by

immovable property (Article 124 CRR).

Answer prepared by Answer prepared by the EBA.

Note to Q&A

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2019_4600",38
"Question ID2016_2894

Status 2016_2894

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article 124

3 of 9Paragraph 2

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph -

Type of submitter Other

Date of submission 06/09/2016

Published as final Q&A 17/02/2017

Subject matter Obligation to carry out analysis and to consult with EBA on planned increase

of risk weights before RTS on this matter are finally adopted and published

in the Official Journal of the European Union

Question

Is there an obligation to carry out appropriate analysis and to consult with

EBA on planned increase of risk weights since RTS on this matter are not

finally adopted and published in the Official Journal of the European Union?

Background on the

Polish Financial Supervision Authority in cooperation with Polish Ministry of

question

Finance wants to make use of Article 124 (2) of the CRR since higher risk

weights (100%) on exposures denominated in foreign currency had been

present in national law prior to introduction of CRDIV/CRR. They prepared

proposal of legal act based on Article 124 (2), increasing risk weights in

banks in Poland for foreign currency denominated expos.

Final answer

The first sub-paragraph of Article 124(2) CRR states that the competent or

designated authorityies shall periodically and at least annually assess

whether the risk weight of 35% for exposures to one or more property

segments secured by mortgages on residential property referred to in Article

125 located in one or more parts of the territory of the Member State of the

relevant authority and the risk weight of 50% for exposures secured by

mortgages on commercial immovable property referred to in Article 126

located in one or more parts of the their territory of the Member State of the

relevant authority are appropriately based on (a) the loss experience and (b)

forward-looking immovable property markets developments. This

requirement applies irrespective of the draft regulatory standards being

submitted to the Commission.

The same applies to the requirement to consult notify the EBA and the ESRB

on the adjustments to the risk weights and criteria applied, as referred to in

the sixth sub-paragraph of Article 124(2) CRR: the competent or designated

authorityies should consult the EBA on the changes to the risk weights and

4 of 9criteria applied, irrespective of the draft regulatory standards on this topic

being finalised. Compliance to this requirement is necessary in order to

ensure consistency in the application of higher risk weights and stricter

criteria, and in order to allow the EBA to publish the changes to the risk

weights and stricter criteria on its website, such that institutions in all EU

Member States can apply these changes to the risk weights as required by

Article 124(5)(6) CRR.

Answer prepared by Answer prepared by the EBA.

Note to Q&A

Update 26.03.2021: This Q&A has been updated in the light of the changes

introduced to Regulation (EU) No 575/2013 (CRR).

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2016_2894",39
"Question ID2013_361

Status 2013_361

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article 124

Paragraph 2, 3

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph Not applicable

Type of submitter Competent authority

Date of submission 08/10/2013

Published as final Q&A 31/01/2014

Subject matter Applicability of the transitional period under Article 124(3) of Regulation

(EU) No. 575/2013

Question

According to Article 124(3) of Regulation (EU) No. 575/2013 (CRR),

institutions should have a 6-month transitional period to apply higher risk

weights set by the competent or designated authorities to exposures secured

by mortgages on immovable property.

Should this transitional period also apply if the national authority decides

under CRR to set risk weights at the same level and to the same extent, i.e.

for the same kind of exposures that are currently set under CRD (so in fact

such decision would not result in a higher capital requirements for banks in

5 of 9comparison to current national legislation)?

Background on the

According to current Polish legislation, for FX exposures secured by

question

mortgages on residential property, a 100% risk weight is applied. A 50% risk

weight for exposures secured by mortgages on commercial immovable

property is not allowed (except for leasing transactions and properties

located in countries where 50% risk weight is applied) and 100% risk weight

is applied. Taking into account the above, the 100% risk weight in case of

aforementioned exposures, however higher than ""general"" level, would in

fact remain unchanged. So, the transitional period does not seem to be

justified or needed.

Final answer

Article 124(3) of Regulation (EU) No. 575/2013 (CRR) provides that ""when

the competent or designated authorities set a higher risk weight or stricter

criteria, institutions shall have a 6-month transitional period to apply the

new risk weight"". The purpose of this transitional provision is to provide

institutions with the necessary time to adapt to the new risk weights. In the

event that no new risk weights are imposed under the provisions of Article

124(2) of the CRR, the transitional period is not relevant.

Answer prepared by Answer prepared by the EBA.

Note to Q&A

Update 26.03.2021: This Q&A has been updated in the light of the changes

introduced to Regulation (EU) No 575/2013 (CRR).

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_361",40
"Question ID2013_65

Status 2013_65

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article Article 124

Paragraph 1 & 2

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph N/A

Type of submitter Credit institution

Date of submission 16/07/2013

6 of 9Published as final Q&A 31/10/2013

Subject matter Immovable property risk weights under the standardised approach

(residential)

Question

Is the 35% standardised risk weight applicable to exposures fully and

completely secured by mortgages on residential property outside the Union?

Background on the

Article 125(1) of Regulation (EU) No 575/2013 (CRR) allows for exposures

question

fully and completely secured by mortgages on residential property to receive

a 35% risk weight where the conditions in 125(2) are met unless otherwise

decided by the competent authorities in accordance with Article 124(2).

Competent authorities can increase risk weights in their territory based on

loss experience and forward-looking property market developments but the

Regulation is silent on how risk weights should be determined for property

markets outside the Union .e.g. Hong Kong.

Final answer

Article 125(1) of Regulation (EU) No 575/2013 (CRR) does apply to

exposures secured by mortgages on residential property outside of the

Union. Article 124(2) requires in the fifth subparagraph that for property in

their territory, competent authorities have to set a higher risk weight

corresponding to the actual risks under certain conditions. For third

countries, Article 124(2) does not establish such a requirement but

competent authorities are still able to set higher risk weights or apply

stricter criteria for exposures secured by immovable property located in

third countries based on financial stability considerations as set out in the

second, third and fourth subparagraphs and after consultation with EBA in

accordance with the sixth subparagraph.

DISCLAIMER:

This question goes beyond matters of consistent and effective application of

the regulatory framework. A Directorate General of the Commission

(Directorate General for Internal Market and Services) has prepared the

answer, albeit that only the Court of Justice of the European Union can

provide definitive interpretations of EU legislation. This is an unofficial

opinion of that Directorate General, which the European Banking Authority

publishes on its behalf. The answers are not binding on the European

Commission as an institution. You should be aware that the European

Commission could adopt a position different from the one expressed in such

Q&As, for instance in infringement proceedings or after a detailed

examination of a specific case or on the basis of any new legal or factual

elements that may have been brought to its attention.

7 of 9Answer prepared by Answer prepared by the European Commission because it is a matter of

interpretation of Union law.

Note to Q&A

Update 26.03.2021: This Q&A has not yet been reviewed by the European

Commission in the light of the changes introduced to Regulation (EU) No

575/2013 (CRR).

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_65",41
